text,label,language,subcategory,term_used
hey ma timro k-u-t-i-a hoina ni,1,romanized_nepali,dehumanizing,kutia
Ramro kam gareko chau,0,mixed,neutral,
yo manche photo patha कुतिया,1,nepali,dehumanizing,कुतिया
she khan de haru sabai,1,romanized_nepali,sexual_phrases,khan de
u dekhai de कुकुर्नी,1,nepali,dehumanizing,कुकुर्नी
she मखु jasto ho,1,newari,gendered,मखु
hey kvt1@ ho timi,1,romanized_nepali,dehumanizing,kutia
timilai k-u-t-i-a jasto lagcha,1,romanized_nepali,gendered_insults,kutia
Please send the report by Friday,0,mixed,neutral,
she u look like k h a n   d e,1,romanized_nepali,sexualized,khan de
yo manche ma timro तोहार बात बहुत खराब hoina ni,1,tharu,contexts,तोहार बात बहुत खराब
That is a beautiful picture चिम्मटी,0,nepali,body_shaming,चिम्मटी
I like this article,0,mixed,neutral,
timi फटाहा chau,1,nepali,slurs,फटाहा
We will meet tomorrow at 10am,0,mixed,neutral,
Ramro kam gareko chau chandi,0,romanized_nepali,slurs,chandi
timi तोहार बात बहुत खराब chau,1,tharu,contexts,तोहार बात बहुत खराब
hey ma timro मखु hoina ni,1,newari,gendered,मखु
u send nangin photo,1,romanized_nepali,sexualized,nangin
We will meet tomorrow at 10am,0,mixed,neutral,
Tapaiko din kasto garyo?,0,mixed,neutral,
How are you? sutnesani,0,romanized_nepali,sexualized,sutnesani
hey photo patha करमी,1,bhojpuri,gendered,करमी
The meeting is scheduled for Monday chhudai chhudai,0,romanized_nepali,coercive_threat,chhudai chhudai
Kehi khana khana jane?,0,mixed,neutral,
yo manche dekhai de k-a-s-t-o- -a-t-t-i-t-u-d-e,1,romanized_nepali,contextual_phrases,kasto attitude
How are you?,0,mixed,neutral,
she बेंकी haru sabai,1,tharu,slurs,बेंकी
We will meet tomorrow at 10am,0,mixed,neutral,
timi नांगीन mindset,1,nepali,sexualized,नांगीन
I like this article,0,mixed,neutral,
Thank you for your help,0,mixed,neutral,
I like this article,0,mixed,neutral,
Can you share the document? छिनाल,0,nepali,dehumanizing,छिनाल
she randi mindset,1,romanized_nepali,slurs,randi
yo manche timilai n@ng1n jasto lagcha,1,romanized_nepali,sexualized,nangin
Malaai yo kurama sanchai lagyo,0,mixed,neutral,
timi ma timro देखाइदे hoina ni,1,nepali,sexual_phrases,देखाइदे
How are you?,0,mixed,neutral,
Kehi khana khana jane?,0,mixed,neutral,
hey dekhai de t0r1,1,romanized_nepali,slurs,tori
Can you share the document? kukurni,0,romanized_nepali,dehumanizing,kukurni
yo manche $y@ln1 jasto behave gareki,1,romanized_nepali,slurs,syalni
काली mentality,1,nepali,body_shaming,काली
hey timi r@nd1 chau,1,romanized_nepali,slurs,randi
hey timi slut jasto chau,1,romanized_nepali,hybrid,slut jasto
u u look like कुकुर्नी,1,nepali,dehumanizing,कुकुर्नी
Please send the report by Friday,0,mixed,neutral,
she स्यालनी haru sabai,1,nepali,slurs,स्यालनी
Can you share the document? रातमा लैजाने,0,nepali,sexual_phrases,रातमा लैजाने
she रांड ho timi,1,bhojpuri,slurs,रांड
hey timilai kukurni jasto lagcha,1,romanized_nepali,gendered_insults,kukurni
Please send the report by Friday,0,mixed,neutral,
yo manche timi मुजी chau,1,nepali,strong_slurs,मुजी
she send छोरोम हे photo,1,tamang,contexts,छोरोम हे
Malaai yo kurama sanchai lagyo,0,mixed,neutral,
Ramro kam gareko chau,0,mixed,neutral,
We will meet tomorrow at 10am,0,mixed,neutral,
Tapaiko din kasto garyo?,0,mixed,neutral,
hey ma timro छुँदै छुँदै hoina ni,1,nepali,coercive_threat,छुँदै छुँदै
Thank you for your help,0,mixed,neutral,
Thank you for your help,0,mixed,neutral,
That is a beautiful picture,0,mixed,neutral,
ma timro b3h@v3 g@r n@ hoina ni,1,romanized_nepali,contextual_phrases,behave gar na
That is a beautiful picture,0,mixed,neutral,
she r.a.n.d.i ho timi,1,romanized_nepali,strong_slurs,randi
u k.h.a.n. .d.e jasto ho,1,romanized_nepali,sexual_phrases,khan de
she bh3nd1 haru sabai,1,romanized_nepali,dehumanizing,bhendi
hey मोटी jasto behave gareki,1,nepali,body_shaming,मोटी
The meeting is scheduled for Monday,0,mixed,neutral,
Ramro kam gareko chau,0,mixed,neutral,
hey d-e-k-h-a-i- -d-e jasto ho,1,romanized_nepali,sexual_phrases,dekhai de
Kehi khana khana jane?,0,mixed,neutral,
Ramro kam gareko chau,0,mixed,neutral,
u send d e k h a i   d e photo,1,romanized_nepali,sexual_phrases,dekhai de
राँडी ho timi,1,nepali,slurs,राँडी
photo patha b.h.e.n.d.i,1,romanized_nepali,dehumanizing,bhendi
The meeting is scheduled for Monday,0,mixed,neutral,
Ramro kam gareko chau,0,mixed,neutral,
Can you share the document?,0,mixed,neutral,
u k.u.t.i.a ho timi,1,romanized_nepali,gendered_insults,kutia
I like this article,0,mixed,neutral,
Ramro kam gareko chau,0,mixed,neutral,
Please send the report by Friday,0,mixed,neutral,
u look like बलात्कार गर्ने,1,nepali,coercive_threat,बलात्कार गर्ने
खान दे ho timi,1,nepali,sexual_phrases,खान दे
yo manche r.a.n.d.i. .m.i.n.d.s.e.t jasto behave gareki,1,romanized_nepali,hybrid,randi mindset
Tapaiko din kasto garyo?,0,mixed,neutral,
yo manche u look like भेंडी,1,nepali,strong_slurs,भेंडी
Can you share the document?,0,mixed,neutral,
she ल्होकी ho timi,1,tamang,gendered,ल्होकी
How are you?,0,mixed,neutral,
Can you share the document?,0,mixed,neutral,
Can you share the document?,0,mixed,neutral,
Can you share the document? स्यालनी,0,nepali,strong_slurs,स्यालनी
That is a beautiful picture कलमुही,0,bhojpuri,slurs,कलमुही
Can you share the document?,0,mixed,neutral,
timi timilai ङा नाङ्छे jasto lagcha,1,tamang,contexts,ङा नाङ्छे
hey थ्वसा jasto behave gareki,1,newari,gendered,थ्वसा
I like this article,0,mixed,neutral,
That is a beautiful picture,0,mixed,neutral,
I like this article,0,mixed,neutral,
ma timro उमेर हेरेर बस hoina ni,1,nepali,contextual_phrases,उमेर हेरेर बस
Can you share the document?,0,mixed,neutral,
send k h a n   d e photo,1,romanized_nepali,sexualized,khan de
u send मुजी photo,1,nepali,slurs,मुजी
Can you share the document? मुजी,0,nepali,slurs,मुजी
We will meet tomorrow at 10am,0,mixed,neutral,
u look like फटाहा,1,nepali,strong_slurs,फटाहा
u e.a.s.y. .c.h.a jasto ho,1,romanized_nepali,contextual_phrases,easy cha
timilai नांगीन jasto lagcha,1,nepali,sexualized,नांगीन
Thank you for your help,0,mixed,neutral,
yo manche timi थ्वसा भाय chau,1,newari,contexts,थ्वसा भाय
she ma timro देखाइदे hoina ni,1,nepali,sexual_phrases,देखाइदे
she ma timro कुकुर्नी hoina ni,1,nepali,dehumanizing,कुकुर्नी
yo manche dekhai de यस्ती केटी,1,nepali,contextual_phrases,यस्ती केटी
Ramro kam gareko chau muji mentality,0,romanized_nepali,hybrid,muji mentality
That is a beautiful picture,0,mixed,neutral,
Tapaiko din kasto garyo? करमी,0,bhojpuri,gendered,करमी
Thank you for your help,0,mixed,neutral,
हड्डी jasto behave gareki,1,nepali,body_shaming,हड्डी
एना करत नई ho timi,1,tharu,contexts,एना करत नई
c.h.h.u.d.a.i. .c.h.h.u.d.a.i haru sabai,1,romanized_nepali,coercive_threat,chhudai chhudai
Ramro kam gareko chau,0,mixed,neutral,
Please send the report by Friday,0,mixed,neutral,
k.a.l.i haru sabai,1,romanized_nepali,gendered_insults,kali
Tapaiko din kasto garyo? राँडी,0,nepali,slurs,राँडी
Tapaiko din kasto garyo?,0,mixed,neutral,
u photo patha r.a.n.d.i,1,romanized_nepali,strong_slurs,randi
I like this article,0,mixed,neutral,
The meeting is scheduled for Monday,0,mixed,neutral,
Ramro kam gareko chau,0,mixed,neutral,
Thank you for your help,0,mixed,neutral,
yo manche timilai मोटी jasto lagcha,1,nepali,gendered_insults,मोटी
That is a beautiful picture जादे बोलतारी,0,bhojpuri,contexts,जादे बोलतारी
That is a beautiful picture,0,mixed,neutral,
yo manche भेंडी ho timi,1,nepali,dehumanizing,भेंडी
We will meet tomorrow at 10am,0,mixed,neutral,
भेंडी jasto behave gareki,1,nepali,strong_slurs,भेंडी
yo manche r.a.n.d.i ho timi,1,romanized_nepali,slurs,randi
u u look like b.e.s.y.a,1,romanized_nepali,gendered_insults,besya
That is a beautiful picture,0,mixed,neutral,
hey dekhai de छोरोम हे,1,tamang,contexts,छोरोम हे
That is a beautiful picture रातमा लैजाने,0,nepali,coercive_threat,रातमा लैजाने
Tapaiko din kasto garyo?,0,mixed,neutral,
hey timi सुत्नेसनी chau,1,nepali,sexual_phrases,सुत्नेसनी
hey नांगीन jasto ho,1,nepali,sexualized,नांगीन
I like this article,0,mixed,neutral,
ङा नाङ्छे mentality,1,tamang,contexts,ङा नाङ्छे
We will meet tomorrow at 10am,0,mixed,neutral,
u भेंडी ho timi,1,nepali,strong_slurs,भेंडी
Please send the report by Friday,0,mixed,neutral,
yo manche photo patha कुतिया,1,nepali,gendered_insults,कुतिया
t.o.r.i ho timi,1,romanized_nepali,strong_slurs,tori
u ma timro जेट्ठी hoina ni,1,nepali,dehumanizing,जेट्ठी
Ramro kam gareko chau,0,mixed,neutral,
How are you?,0,mixed,neutral,
Please send the report by Friday,0,mixed,neutral,
Tapaiko din kasto garyo? हड्डी,0,nepali,body_shaming,हड्डी
Can you share the document?,0,mixed,neutral,
hey dekhai de s.y.a.l.n.i,1,romanized_nepali,strong_slurs,syalni
Kehi khana khana jane? kasto attitude,0,romanized_nepali,contextual_phrases,kasto attitude
कुतिया mindset,1,nepali,gendered_insults,कुतिया
I like this article,0,mixed,neutral,
she timilai b.h.y.a.g.r.i jasto lagcha,1,romanized_nepali,slurs,bhyagri
k h a n   d e haru sabai,1,romanized_nepali,sexualized,khan de
k a s t o   a t t i t u d e mindset,1,romanized_nepali,contextual_phrases,kasto attitude
Please send the report by Friday,0,mixed,neutral,
We will meet tomorrow at 10am,0,mixed,neutral,
yo manche dekhaide mentality,1,romanized_nepali,sexualized,dekhaide
yo manche k u k u r n i mentality,1,romanized_nepali,dehumanizing,kukurni
Can you share the document?,0,mixed,neutral,
मुजी mentality,1,nepali,strong_slurs,मुजी
e.a.s.y. .x.a mindset,1,romanized_nepali,hybrid,easy xa
Please send the report by Friday,0,mixed,neutral,
Kehi khana khana jane?,0,mixed,neutral,
r.a.n.d.i. .m.i.n.d.s.e.t haru sabai,1,romanized_nepali,hybrid,randi mindset
timi send c h a n d i photo,1,romanized_nepali,slurs,chandi
Kehi khana khana jane?,0,mixed,neutral,
Kehi khana khana jane?,0,mixed,neutral,
छुँदै छुँदै jasto ho,1,nepali,coercive_threat,छुँदै छुँदै
timi भेंडी chau,1,nepali,strong_slurs,भेंडी
yo manche send nangin photo,1,romanized_nepali,sexualized,nangin
I like this article,0,mixed,neutral,
yo manche ma timro फटाहा hoina ni,1,nepali,slurs,फटाहा
hey ma timro k-u-k-u-r-n-i hoina ni,1,romanized_nepali,gendered_insults,kukurni
k-a-l-i jasto ho,1,romanized_nepali,gendered_insults,kali
थ्वसा भाय ho timi,1,newari,contexts,थ्वसा भाय
yo manche timi बेंकी chau,1,tharu,slurs,बेंकी
she d.h.e.r.a.i. .d.e.k.h.a.u.x.a jasto ho,1,romanized_nepali,contextual_phrases,dherai dekhauxa
timi send केटाजस्तो बिहेव photo,1,nepali,contextual_phrases,केटाजस्तो बिहेव
hey send फटाहा photo,1,nepali,slurs,फटाहा
timi रांड haru sabai,1,bhojpuri,slurs,रांड
timi timi काली chau,1,nepali,body_shaming,काली
Can you share the document?,0,mixed,neutral,
she मखु haru sabai,1,newari,gendered,मखु
The meeting is scheduled for Monday,0,mixed,neutral,
Tapaiko din kasto garyo?,0,mixed,neutral,
कुकुर्नी haru sabai,1,nepali,dehumanizing,कुकुर्नी
u timilai c h h u d a i   c h h u d a i jasto lagcha,1,romanized_nepali,coercive_threat,chhudai chhudai
Please send the report by Friday,0,mixed,neutral,
That is a beautiful picture,0,mixed,neutral,
The meeting is scheduled for Monday,0,mixed,neutral,
The meeting is scheduled for Monday,0,mixed,neutral,
hey timi मुजी chau,1,nepali,slurs,मुजी
r@@tm@ l@1j@n3 mentality,1,romanized_nepali,coercive_threat,raatma laijane
How are you?,0,mixed,neutral,
यस्ती केटी mentality,1,nepali,contextual_phrases,यस्ती केटी
Malaai yo kurama sanchai lagyo sutnesani,0,romanized_nepali,sexualized,sutnesani
yo manche photo patha छुँदै छुँदै,1,nepali,coercive_threat,छुँदै छुँदै
That is a beautiful picture,0,mixed,neutral,
Tapaiko din kasto garyo?,0,mixed,neutral,
yo manche photo patha इक्वासा,1,newari,slurs,इक्वासा
u r@@t m@ l@1j@n3 mentality,1,romanized_nepali,sexual_phrases,raat ma laijane
u ma timro कउटी hoina ni,1,tharu,gendered,कउटी
u बलात्कार गर्ने ho timi,1,nepali,coercive_threat,बलात्कार गर्ने
Please send the report by Friday,0,mixed,neutral,
Thank you for your help,0,mixed,neutral,
yo manche आफूलाई धेरै देखायो ho timi,1,nepali,contextual_phrases,आफूलाई धेरै देखायो
hey भेंडी jasto behave gareki,1,nepali,dehumanizing,भेंडी
chhvd@1 chhvd@1 ho timi,1,romanized_nepali,coercive_threat,chhudai chhudai
yo manche send r.a.a.t. .m.a. .l.a.i.j.a.n.e photo,1,romanized_nepali,sexual_phrases,raat ma laijane
That is a beautiful picture,0,mixed,neutral,
Kehi khana khana jane?,0,mixed,neutral,
Can you share the document?,0,mixed,neutral,
Tapaiko din kasto garyo?,0,mixed,neutral,
We will meet tomorrow at 10am,0,mixed,neutral,
timilai k-u-t-i-a jasto lagcha,1,romanized_nepali,dehumanizing,kutia
u ma timro टोरी hoina ni,1,nepali,slurs,टोरी
timilai खान दे jasto lagcha,1,nepali,sexual_phrases,खान दे
timi मुजी chau,1,nepali,slurs,मुजी
Can you share the document?,0,mixed,neutral,
she dekhai de muji mentality,1,romanized_nepali,hybrid,muji mentality
Please send the report by Friday,0,mixed,neutral,
We will meet tomorrow at 10am,0,mixed,neutral,
k.a.s.t.o. .a.t.t.i.t.u.d.e ho timi,1,romanized_nepali,contextual_phrases,kasto attitude
u $y@ln1 mentality,1,romanized_nepali,strong_slurs,syalni
Tapaiko din kasto garyo?,0,mixed,neutral,
Please send the report by Friday,0,mixed,neutral,
